epoch,train_loss,val_loss,val_f1
1,0.41791744273284387,0.36422887444496155,0.8571428571428571
2,0.16732525729156775,0.2817070484161377,0.9333333333333333
3,0.07172473378736398,1.4470168396364897,0.0
4,0.08993432587333794,0.24159017577767372,0.8888888888888888
5,0.09580088424464238,1.8831260324222967,0.0
